"Squad","Player","Starts_Playing","Min_Playing","Gls","Ast","G+A","G_minus_PK","PK","PKatt","xG_Expected","npxG_Expected","xAG_Expected","npxG+xAG_Expected","PrgC_Progression","PrgP_Progression","PrgR_Progression","Gls_Per","Ast_Per","G+A_Per","G_minus_PK_Per","G+A_minus_PK_Per","xG_Per","xAG_Per","xG+xAG_Per","npxG_Per"
"Crystal Palace","Jean-Philippe Mateta",8,690,5,0,5,3,2,2,7.7,6.2,0.1,6.3,4,8,32,0.65,0,0.65,0.39,0.39,1.01,0.02,1.03,0.8
"Crystal Palace","Tyrick Mitchell",8,720,1,0,1,1,0,0,0.4,0.4,0.6,1,17,13,57,0.12,0,0.12,0.12,0.12,0.05,0.08,0.13,0.05
"Crystal Palace","Daniel Muñoz",8,720,1,2,3,1,0,0,0.9,0.9,2.4,3.3,11,19,48,0.12,0.25,0.37,0.12,0.37,0.11,0.3,0.41,0.11
"Crystal Palace","Eddie Nketiah",0,80,1,0,1,1,0,0,0.7,0.7,0.7,1.3,1,2,1,1.13,0,1.13,1.13,1.13,0.73,0.77,1.51,0.73
"Crystal Palace","Yeremi Pino",5,371,0,0,0,0,0,0,1.1,1.1,1.2,2.4,9,26,32,0,0,0,0,0,0.28,0.29,0.57,0.28
"Crystal Palace","Chris Richards",8,720,0,0,0,0,0,0,0.4,0.4,0.3,0.7,2,12,1,0,0,0,0,0,0.05,0.04,0.08,0.05
"Crystal Palace","Ismaila Sarr",6,521,3,1,4,3,0,0,3.2,3.2,0.5,3.7,12,19,28,0.52,0.17,0.69,0.52,0.69,0.55,0.09,0.65,0.55
"Crystal Palace","Christantus Uche",0,10,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0.09,0,0.09,0.09
"Crystal Palace","Adam Wharton",7,541,0,0,0,0,0,0,0.2,0.2,2.2,2.4,9,31,6,0,0,0,0,0,0.03,0.36,0.39,0.03
"Everton","Carlos Alcaraz",2,234,0,0,0,0,0,0,0.2,0.2,0,0.3,2,5,12,0,0,0,0,0,0.09,0.01,0.1,0.09
"Everton","Harrison Armstrong",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Everton","Thierno Barry",2,227,0,0,0,0,0,0,0.5,0.5,0,0.5,2,2,14,0,0,0,0,0,0.18,0.01,0.19,0.18
"Everton","Beto",6,498,1,0,1,1,0,0,3.4,3.4,0.2,3.6,1,2,24,0.18,0,0.18,0.18,0.18,0.61,0.04,0.64,0.61
"Everton","Séamus Coleman",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Everton","Kiernan Dewsbury-Hall",7,625,1,1,2,1,0,0,0.4,0.4,1.8,2.2,12,36,24,0.14,0.14,0.29,0.14,0.29,0.06,0.26,0.32,0.06
"Everton","Tyler Dibling",1,65,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0
"Everton","Idrissa Gana Gueye",8,684,1,0,1,1,0,0,0.7,0.7,0.1,0.9,3,38,11,0.13,0,0.13,0.13,0.13,0.1,0.02,0.11,0.1
"Everton","James Garner",8,720,1,1,2,1,0,0,0.6,0.6,0.8,1.4,7,38,13,0.12,0.12,0.25,0.12,0.25,0.08,0.1,0.18,0.08
"Everton","Jack Grealish",6,556,1,4,5,1,0,0,0.9,0.9,2.4,3.3,49,29,63,0.16,0.65,0.81,0.16,0.81,0.15,0.39,0.54,0.15
"Everton","Tim Iroegbunam",3,267,0,0,0,0,0,0,0.2,0.2,0,0.2,1,8,6,0,0,0,0,0,0.05,0,0.05,0.05
"Everton","Michael Keane",8,694,1,0,1,1,0,0,0.8,0.8,0.1,0.9,1,18,1,0.13,0,0.13,0.13,0.13,0.1,0.01,0.12,0.1
"Everton","Dwight McNeil",0,25,0,0,0,0,0,0,0.2,0.2,0.1,0.4,0,0,2,0,0,0,0,0,0.88,0.51,1.39,0.88
"Everton","Vitaliy Mykolenko",5,445,0,0,0,0,0,0,0,0,0.2,0.2,9,26,20,0,0,0,0,0,0,0.04,0.05,0
"Everton","Iliman Ndiaye",8,671,3,1,4,2,1,1,2.2,1.4,2,3.4,19,12,35,0.4,0.13,0.54,0.27,0.4,0.29,0.27,0.57,0.19
"Everton","Jake O'Brien",8,720,0,0,0,0,0,0,0.4,0.4,0.1,0.5,8,20,20,0,0,0,0,0,0.05,0.01,0.07,0.05
"Everton","Jordan Pickford",8,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Everton","Merlin Röhl",0,46,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0,3,5,0,0,0,0,0,0.11,0.14,0.25,0.11
"Everton","James Tarkowski",8,720,0,0,0,0,0,0,0.4,0.4,0.3,0.7,5,24,2,0,0,0,0,0,0.05,0.04,0.09,0.05
"Fulham","Joachim Andersen",8,671,0,0,0,0,0,0,0.4,0.4,0.7,1.1,7,28,3,0,0,0,0,0,0.06,0.09,0.15,0.06
"Fulham","Calvin Bassey",8,729,0,0,0,0,0,0,0.2,0.2,0,0.2,10,20,2,0,0,0,0,0,0.02,0,0.02,0.02
"Fulham","Sander Berge",9,778,0,0,0,0,0,0,0.4,0.4,0.4,0.9,11,42,4,0,0,0,0,0,0.05,0.05,0.1,0.05
"Fulham","Tom Cairney",1,184,0,0,0,0,0,0,0.3,0.3,0,0.3,2,12,3,0,0,0,0,0,0.15,0.01,0.16,0.15
"Fulham","Timothy Castagne",5,398,0,0,0,0,0,0,0.4,0.4,0.2,0.6,5,9,20,0,0,0,0,0,0.1,0.04,0.13,0.1
"Fulham","Samuel Chukwueze",0,35,0,1,1,0,0,0,0.2,0.2,0.5,0.6,3,1,6,0,2.57,2.57,0,2.57,0.46,1.17,1.63,0.46
"Fulham","Jorge Cuenca",2,169,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"Fulham","Issa Diop",2,224,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0
"Fulham","Alex Iwobi",9,720,1,2,3,1,0,0,0.5,0.5,1.6,2.1,35,52,45,0.12,0.25,0.37,0.12,0.37,0.06,0.2,0.26,0.06
"Fulham","Raúl Jiménez",4,324,1,0,1,1,0,0,1.2,1.2,0,1.2,1,5,18,0.28,0,0.28,0.28,0.28,0.34,0,0.34,0.34
"Fulham","Kevin",0,161,0,0,0,0,0,0,0.1,0.1,0.3,0.3,13,5,20,0,0,0,0,0,0.03,0.14,0.17,0.03
"Fulham","Joshua King",8,545,0,0,0,0,0,0,0.8,0.8,0.1,0.9,16,20,31,0,0,0,0,0,0.13,0.02,0.15,0.13
"Fulham","Jonah Kusi-Asare",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Fulham","Bernd Leno",9,810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fulham","Saša Lukić",8,631,1,1,2,1,0,0,1.5,1.5,1.1,2.6,14,22,21,0.14,0.14,0.29,0.14,0.29,0.21,0.16,0.37,0.21
"Fulham","Rodrigo Muniz",4,316,1,1,2,1,0,0,0.9,0.9,0.3,1.2,0,2,7,0.28,0.28,0.57,0.28,0.57,0.27,0.08,0.34,0.27
"Fulham","Antonee Robinson",0,64,0,0,0,0,0,0,0,0,0,0,4,5,10,0,0,0,0,0,0,0.04,0.04,0
"Fulham","Ryan Sessegnon",8,656,1,0,1,1,0,0,0.5,0.5,0.8,1.3,17,21,35,0.14,0,0.14,0.14,0.14,0.06,0.12,0.18,0.06
"Fulham","Emile Smith Rowe",1,203,1,0,1,1,0,0,0.9,0.9,0.1,1,2,11,12,0.44,0,0.44,0.44,0.44,0.39,0.03,0.42,0.39
"Fulham","Kenny Tete",6,539,0,0,0,0,0,0,0.1,0.1,0.1,0.2,7,28,6,0,0,0,0,0,0.01,0.02,0.04,0.01
"Fulham","Adama Traoré",1,232,0,0,0,0,0,0,0.1,0.1,0.5,0.6,13,3,22,0,0,0,0,0,0.05,0.18,0.23,0.05
"Fulham","Harry Wilson",6,520,1,0,1,1,0,0,0.9,0.9,0.2,1.1,6,11,38,0.17,0,0.17,0.17,0.17,0.16,0.04,0.2,0.16
"Leeds United","Brenden Aaronson",6,548,1,0,1,1,0,0,1.6,1.6,1,2.7,16,19,32,0.16,0,0.16,0.16,0.16,0.27,0.17,0.44,0.27
"Leeds United","Ethan Ampadu",7,607,0,0,0,0,0,0,0.4,0.4,0.1,0.5,11,26,7,0,0,0,0,0,0.06,0.01,0.07,0.06
"Leeds United","Jaka Bijol",1,90,0,0,0,0,0,0,0,0,0.1,0.1,0,1,0,0,0,0,0,0,0,0.08,0.08,0
"Leeds United","Jayden Bogle",9,792,0,0,0,0,0,0,0.7,0.7,0.2,0.9,22,23,40,0,0,0,0,0,0.08,0.02,0.1,0.08
"Leeds United","Sam Byram",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Leeds United","Dominic Calvert-Lewin",6,533,1,0,1,1,0,0,1.8,1.8,0.9,2.7,6,7,26,0.17,0,0.17,0.17,0.17,0.3,0.15,0.45,0.3
"Leeds United","Karl Darlow",5,450,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Leeds United","Wilfried Gnonto",3,192,0,0,0,0,0,0,0.2,0.2,0.1,0.3,4,4,14,0,0,0,0,0,0.08,0.04,0.12,0.08
"Leeds United","Ilia Gruev",2,213,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
"Leeds United","Gabriel Gudmundsson",9,740,0,0,0,0,0,0,0.2,0.2,1.3,1.5,25,27,32,0,0,0,0,0,0.02,0.16,0.18,0.02
"Leeds United","Jack Harrison",1,245,0,0,0,0,0,0,0.3,0.3,0.3,0.6,8,8,16,0,0,0,0,0,0.1,0.11,0.22,0.1
"Leeds United","Daniel James",3,242,0,0,0,0,0,0,0.4,0.4,0.4,0.9,15,6,24,0,0,0,0,0,0.16,0.16,0.32,0.16
"Leeds United","James Justin",0,68,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
"Leeds United","Sean Longstaff",7,656,1,2,3,1,0,0,0.4,0.4,1.8,2.2,2,20,11,0.14,0.27,0.41,0.14,0.41,0.06,0.24,0.3,0.06
"Leeds United","Lukas Nmecha",1,180,1,0,1,0,1,1,1.7,0.9,0,0.9,1,2,10,0.5,0,0.5,0,0,0.83,0,0.83,0.46
"Leeds United","Noah Okafor",5,351,2,0,2,2,0,0,1.4,1.4,0.4,1.8,9,11,28,0.51,0,0.51,0.51,0.51,0.35,0.11,0.45,0.35
"Leeds United","Lucas Perri",4,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Leeds United","Joël Piroe",2,164,0,0,0,0,0,0,0.6,0.6,0,0.6,1,1,6,0,0,0,0,0,0.31,0,0.31,0.31
"Leeds United","Joe Rodon",9,810,2,0,2,2,0,0,0.7,0.7,0.1,0.8,6,39,0,0.22,0,0.22,0.22,0.22,0.08,0.01,0.09,0.08
"Leeds United","Anton Stach",8,678,1,1,2,1,0,0,0.8,0.8,1,1.8,12,40,22,0.13,0.13,0.27,0.13,0.27,0.11,0.13,0.23,0.11
"Leeds United","Pascal Struijk",8,720,0,0,0,0,0,0,0.8,0.8,0.1,0.8,1,23,3,0,0,0,0,0,0.1,0.01,0.1,0.1
"Leeds United","Ao Tanaka",3,263,0,0,0,0,0,0,0.2,0.2,0.2,0.4,2,15,3,0,0,0,0,0,0.06,0.07,0.12,0.06
"Liverpool","Alisson",6,540,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"Liverpool","Conor Bradley",5,358,0,0,0,0,0,0,0.1,0.1,0,0.1,14,19,17,0,0,0,0,0,0.02,0.01,0.02,0.02
"Liverpool","Federico Chiesa",0,117,2,1,3,2,0,0,0.9,0.9,0.9,1.8,3,6,11,1.54,0.77,2.31,1.54,2.31,0.66,0.71,1.38,0.66
"Liverpool","Hugo Ekitike",6,501,3,1,4,3,0,0,2.3,2.3,0.4,2.8,8,9,29,0.54,0.18,0.72,0.54,0.72,0.42,0.08,0.5,0.42
"Liverpool","Harvey Elliott",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Liverpool","Wataru Endo",0,39,0,1,1,0,0,0,0,0,0.1,0.1,2,1,0,0,2.31,2.31,0,2.31,0,0.25,0.25,0
"Liverpool","Jeremie Frimpong",1,86,0,0,0,0,0,0,0.1,0.1,0.3,0.4,4,3,10,0,0,0,0,0,0.08,0.31,0.39,0.08
"Liverpool","Cody Gakpo",8,704,3,2,5,3,0,0,2.7,2.7,2.9,5.6,31,26,80,0.38,0.26,0.64,0.38,0.64,0.35,0.37,0.72,0.35
"Liverpool","Joe Gomez",0,39,0,0,0,0,0,0,0.1,0.1,0,0.1,0,1,1,0,0,0,0,0,0.3,0,0.3,0.3
"Liverpool","Ryan Gravenberch",7,601,2,1,3,2,0,0,0.4,0.4,0.6,1,18,35,15,0.3,0.15,0.45,0.3,0.45,0.06,0.08,0.15,0.06
"Liverpool","Alexander Isak",3,251,0,1,1,0,0,0,0.9,0.9,0.5,1.5,1,7,11,0,0.36,0.36,0,0.36,0.34,0.2,0.54,0.34
"Liverpool","Curtis Jones",2,327,0,0,0,0,0,0,0.3,0.3,0.4,0.7,13,46,12,0,0,0,0,0,0.09,0.11,0.19,0.09
"Liverpool","Milos Kerkez",9,660,1,0,1,1,0,0,0.8,0.8,0.3,1.1,12,34,38,0.14,0,0.14,0.14,0.14,0.11,0.04,0.15,0.11
"Liverpool","Ibrahima Konaté",9,742,0,0,0,0,0,0,0.6,0.6,0.5,1.2,12,37,0,0,0,0,0,0,0.08,0.07,0.14,0.08
"Liverpool","Alexis Mac Allister",7,475,0,1,1,0,0,0,0.5,0.5,1.1,1.7,12,19,14,0,0.19,0.19,0,0.19,0.1,0.21,0.31,0.1
"Liverpool","Giorgi Mamardashvili",3,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Liverpool","Rio Ngumoha",0,33,1,0,1,1,0,0,0.4,0.4,0.1,0.4,5,0,10,2.73,0,2.73,2.73,2.73,0.97,0.26,1.23,0.97
"Liverpool","Andrew Robertson",0,150,0,0,0,0,0,0,0.1,0.1,0.3,0.5,6,11,15,0,0,0,0,0,0.08,0.2,0.28,0.08
"Liverpool","Mohamed Salah",9,803,3,2,5,2,1,1,3,2.3,1.6,3.9,28,30,98,0.34,0.22,0.56,0.22,0.45,0.34,0.18,0.53,0.25
"Liverpool","Dominik Szoboszlai",9,810,1,1,2,1,0,0,1.1,1.1,1.3,2.3,25,69,38,0.11,0.11,0.22,0.11,0.22,0.12,0.14,0.26,0.12
"Liverpool","Virgil van Dijk",9,810,0,0,0,0,0,0,0.4,0.4,0.1,0.5,13,56,7,0,0,0,0,0,0.05,0.01,0.05,0.05
"Liverpool","Florian Wirtz",6,593,0,0,0,0,0,0,1.2,1.2,1.1,2.3,19,44,47,0,0,0,0,0,0.18,0.16,0.35,0.18
"Manchester City","Rayan Aït-Nouri",3,202,0,0,0,0,0,0,0,0,0.2,0.2,6,7,8,0,0,0,0,0,0.02,0.09,0.11,0.02
"Manchester City","Nathan Aké",1,205,0,0,0,0,0,0,0.3,0.3,0.1,0.4,4,20,2,0,0,0,0,0,0.12,0.04,0.16,0.12
"Manchester City","Oscar Bobb",4,394,0,1,1,0,0,0,0.4,0.4,0.6,1,15,16,47,0,0.23,0.23,0,0.23,0.08,0.14,0.22,0.08
"Manchester City","Rayan Cherki",1,77,1,0,1,1,0,0,0.2,0.2,0.9,1,3,6,4,1.17,0,1.17,1.17,1.17,0.23,1,1.23,0.23
"Manchester City","Rúben Dias",7,636,0,0,0,0,0,0,0,0,0,0,9,26,0,0,0,0,0,0,0,0,0,0
"Manchester City","Jeremy Doku",5,446,0,3,3,0,0,0,0.9,0.9,2.4,3.4,53,17,60,0,0.61,0.61,0,0.61,0.19,0.49,0.68,0.19
"Manchester City","Gianluigi Donnarumma",5,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Manchester City","Phil Foden",5,443,1,0,1,1,0,0,0.8,0.8,0.7,1.5,6,26,23,0.2,0,0.2,0.2,0.2,0.17,0.14,0.3,0.17
"Manchester City","Nicolás González",4,438,0,0,0,0,0,0,0.1,0.1,0.4,0.5,5,28,5,0,0,0,0,0,0.02,0.07,0.09,0.02
"Manchester City","Joško Gvardiol",4,339,0,1,1,0,0,0,0.1,0.1,0.3,0.4,3,21,0,0,0.27,0.27,0,0.27,0.02,0.08,0.11,0.02
"Manchester City","Erling Haaland",8,683,11,1,12,11,0,0,8.7,8.7,1.1,9.8,15,6,28,1.45,0.13,1.58,1.45,1.58,1.14,0.15,1.29,1.14
"Manchester City","Abdukodir Khusanov",3,228,0,0,0,0,0,0,0,0,0,0,2,5,4,0,0,0,0,0,0,0,0,0
"Manchester City","Mateo Kovačić",0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Manchester City","Rico Lewis",2,175,0,1,1,0,0,0,0,0,1,1,2,19,9,0,0.51,0.51,0,0.51,0.01,0.52,0.53,0.01
"Manchester City","Omar Marmoush",2,149,0,1,1,0,0,0,0.8,0.8,1,1.8,7,5,14,0,0.6,0.6,0,0.6,0.5,0.58,1.08,0.5
"Manchester City","Matheus Nunes",4,424,1,0,1,1,0,0,0.2,0.2,0.2,0.4,14,22,16,0.21,0,0.21,0.21,0.21,0.04,0.03,0.08,0.04
"Manchester City","Nico O’Reilly",5,476,0,1,1,0,0,0,0.4,0.4,0.4,0.8,16,10,20,0,0.19,0.19,0,0.19,0.07,0.08,0.15,0.07
"Manchester City","Tijjani Reijnders",8,665,1,2,3,1,0,0,1.3,1.3,1.4,2.7,18,30,27,0.14,0.27,0.41,0.14,0.41,0.18,0.19,0.37,0.18
"Manchester City","Rodri",4,292,0,0,0,0,0,0,0.1,0.1,0.1,0.2,4,19,5,0,0,0,0,0,0.04,0.03,0.07,0.04
"Manchester City","Sávio",3,253,0,1,1,0,0,0,0.2,0.2,0.3,0.4,14,6,23,0,0.36,0.36,0,0.36,0.06,0.09,0.16,0.06
"Manchester City","Bernardo Silva",4,405,0,1,1,0,0,0,0.1,0.1,1.7,1.8,7,18,22,0,0.22,0.22,0,0.22,0.01,0.38,0.4,0.01
"Manchester City","John Stones",3,265,0,0,0,0,0,0,0,0,0,0,2,14,2,0,0,0,0,0,0,0,0,0
"Manchester City","James Trafford",3,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Manchester Utd","Altay Bayındır",6,540,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0.04,0.04,0
"Manchester Utd","Casemiro",7,453,2,1,3,2,0,0,1.1,1.1,0.3,1.3,0,24,8,0.4,0.2,0.6,0.4,0.6,0.21,0.05,0.26,0.21
"Manchester Utd","Matheus Cunha",6,522,1,0,1,1,0,0,1.5,1.5,0.5,1.9,16,22,26,0.17,0,0.17,0.17,0.17,0.25,0.08,0.33,0.25
"Manchester Utd","Diogo Dalot",6,516,0,1,1,0,0,0,0.1,0.1,1,1.1,15,15,35,0,0.17,0.17,0,0.17,0.01,0.18,0.19,0.01
"Manchester Utd","Amad Diallo",7,574,0,1,1,0,0,0,1.9,1.9,1.2,3.1,37,27,47,0,0.16,0.16,0,0.16,0.3,0.19,0.49,0.3
"Manchester Utd","Patrick Dorgu",5,524,0,1,1,0,0,0,0.2,0.2,0.9,1.1,17,8,44,0,0.17,0.17,0,0.17,0.04,0.15,0.19,0.04
"Manchester Utd","Bruno Fernandes",9,800,2,1,3,1,1,3,4.3,1.9,2,3.9,14,72,27,0.23,0.11,0.34,0.11,0.23,0.48,0.22,0.71,0.22
"Manchester Utd","Ayden Heaven",0,30,0,1,1,0,0,0,0,0,0.3,0.3,0,1,0,0,3,3,0,3,0,0.95,0.95,0
"Manchester Utd","Senne Lammens",3,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Manchester Utd","Matthijs de Ligt",9,810,0,0,0,0,0,0,0.9,0.9,0.5,1.4,3,16,6,0,0,0,0,0,0.1,0.06,0.16,0.1
"Manchester Utd","Harry Maguire",3,274,1,1,2,1,0,0,0.3,0.3,0.4,0.7,1,12,2,0.33,0.33,0.66,0.33,0.66,0.1,0.12,0.22,0.1
"Manchester Utd","Kobbie Mainoo",0,144,0,0,0,0,0,0,0.1,0.1,0.2,0.2,5,7,4,0,0,0,0,0,0.04,0.11,0.15,0.04
"Manchester Utd","Noussair Mazraoui",2,131,0,0,0,0,0,0,0,0,0,0,6,19,13,0,0,0,0,0,0,0,0,0
"Manchester Utd","Bryan Mbeumo",9,775,4,1,5,4,0,0,2.9,2.9,2.3,5.2,27,20,82,0.46,0.12,0.58,0.46,0.58,0.33,0.27,0.6,0.33
"Manchester Utd","Mason Mount",5,332,1,0,1,1,0,0,0.5,0.5,0.5,1,5,19,15,0.27,0,0.27,0.27,0.27,0.14,0.13,0.26,0.14
"Manchester Utd","Benjamin Šeško",5,498,2,1,3,2,0,0,1.8,1.8,0.3,2.2,3,9,20,0.36,0.18,0.54,0.36,0.54,0.33,0.06,0.39,0.33
"Manchester Utd","Luke Shaw",9,753,0,1,1,0,0,0,0.1,0.1,0.1,0.2,8,34,7,0,0.12,0.12,0,0.12,0.01,0.01,0.02,0.01
"Manchester Utd","Manuel Ugarte",2,285,0,0,0,0,0,0,0,0,0,0.1,4,19,3,0,0,0,0,0,0.02,0.01,0.02,0.02
"Manchester Utd","Leny Yoro",6,547,0,0,0,0,0,0,0.3,0.3,0,0.3,5,20,3,0,0,0,0,0,0.05,0,0.05,0.05
"Manchester Utd","Joshua Zirkzee",0,86,0,0,0,0,0,0,0.8,0.8,0,0.8,0,4,5,0,0,0,0,0,0.81,0.05,0.86,0.81
"Newcastle Utd","Harvey Barnes",3,368,0,0,0,0,0,0,0.9,0.9,0.8,1.8,17,16,40,0,0,0,0,0,0.23,0.21,0.43,0.23
"Newcastle Utd","Sven Botman",6,488,0,0,0,0,0,0,0.1,0.1,0.2,0.3,0,12,0,0,0,0,0,0,0.02,0.04,0.06,0.02
"Newcastle Utd","Dan Burn",9,810,0,1,1,0,0,0,0.1,0.1,0.1,0.2,3,26,11,0,0.11,0.11,0,0.11,0.01,0.01,0.02,0.01
"Newcastle Utd","Anthony Elanga",4,389,0,0,0,0,0,0,0.8,0.8,0.6,1.3,17,6,56,0,0,0,0,0,0.18,0.13,0.31,0.18
"Newcastle Utd","Anthony Gordon",6,413,0,0,0,0,0,0,1.3,1.3,1,2.3,17,12,33,0,0,0,0,0,0.29,0.21,0.5,0.29
"Newcastle Utd","Bruno Guimarães",8,715,3,0,3,3,0,0,1.5,1.5,0.5,1.9,7,55,20,0.38,0,0.38,0.38,0.38,0.19,0.06,0.25,0.19
"Newcastle Utd","Lewis Hall",1,135,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0,0.02,0,0.02,0.02
"Newcastle Utd","Joelinton",7,534,0,0,0,0,0,0,0.6,0.6,0.9,1.5,9,32,20,0,0,0,0,0,0.11,0.15,0.26,0.11
"Newcastle Utd","Jamaal Lascelles",0,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.16,0,0.16,0.16
"Newcastle Utd","Valentino Livramento",6,526,0,1,1,0,0,0,0,0,0.2,0.2,14,24,38,0,0.17,0.17,0,0.17,0,0.03,0.03,0
"Newcastle Utd","Lewis Miley",2,274,0,1,1,0,0,0,0,0,0.3,0.3,2,10,9,0,0.33,0.33,0,0.33,0.01,0.09,0.1,0.01
"Newcastle Utd","Jacob Murphy",5,416,1,1,2,1,0,0,2,2,1.1,3.1,12,11,60,0.22,0.22,0.43,0.22,0.43,0.44,0.24,0.68,0.44
"Newcastle Utd","William Osula",1,174,1,0,1,1,0,0,0.5,0.5,0.1,0.6,3,2,10,0.52,0,0.52,0.52,0.52,0.28,0.04,0.32,0.28
"Newcastle Utd","Nick Pope",9,810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Newcastle Utd","Jacob Ramsey",1,81,0,0,0,0,0,0,0,0,0.3,0.3,5,5,5,0,0,0,0,0,0.03,0.35,0.38,0.03
"Newcastle Utd","Fabian Schär",4,380,0,0,0,0,0,0,0.1,0.1,0.1,0.2,3,17,1,0,0,0,0,0,0.02,0.03,0.05,0.02
"Newcastle Utd","Malick Thiaw",5,453,0,0,0,0,0,0,0.6,0.6,0.3,0.9,4,24,3,0,0,0,0,0,0.13,0.06,0.18,0.13
"Newcastle Utd","Sandro Tonali",8,704,0,1,1,0,0,0,0.4,0.4,1.6,2.1,17,58,17,0,0.13,0.13,0,0.13,0.06,0.21,0.27,0.06
"Newcastle Utd","Kieran Trippier",7,609,0,0,0,0,0,0,0,0,0.8,0.8,9,64,33,0,0,0,0,0,0,0.12,0.12,0
"Newcastle Utd","Joe Willock",1,87,0,0,0,0,0,0,0.1,0.1,0,0.1,3,1,4,0,0,0,0,0,0.09,0,0.09,0.09
"Newcastle Utd","Nick Woltemade",6,477,4,0,4,3,1,1,3,2.2,0.2,2.4,3,9,20,0.75,0,0.75,0.57,0.57,0.57,0.04,0.61,0.42
"Nott'ham Forest","Ola Aina",3,270,0,0,0,0,0,0,0,0,0.1,0.2,5,11,8,0,0,0,0,0,0.01,0.05,0.06,0.01
"Nott'ham Forest","Elliot Anderson",8,720,0,1,1,0,0,0,0.6,0.6,1.3,1.9,12,71,25,0,0.12,0.12,0,0.12,0.08,0.17,0.24,0.08
"Nott'ham Forest","Taiwo Awoniyi",1,45,0,0,0,0,0,0,0.1,0.1,0.1,0.2,1,0,1,0,0,0,0,0,0.16,0.2,0.36,0.16
"Nott'ham Forest","Dilane Bakwa",2,174,0,0,0,0,0,0,0.1,0.1,0.4,0.5,6,9,22,0,0,0,0,0,0.07,0.2,0.27,0.07
"Nott'ham Forest","Jair Cunha",1,90,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Nott'ham Forest","Nicolás Domínguez",1,45,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
"Nott'ham Forest","Morgan Gibbs-White",7,641,0,1,1,0,0,0,1.5,1.5,0.6,2.2,20,56,60,0,0.14,0.14,0,0.14,0.22,0.08,0.3,0.22
"Nott'ham Forest","Callum Hudson-Odoi",4,436,1,0,1,1,0,0,0.4,0.4,1.3,1.7,26,22,68,0.21,0,0.21,0.21,0.21,0.09,0.27,0.36,0.09
"Nott'ham Forest","Omari Hutchinson",0,57,0,0,0,0,0,0,0.4,0.4,0.6,1,5,2,15,0,0,0,0,0,0.67,0.96,1.64,0.67
"Nott'ham Forest","Igor Jesus",0,151,0,0,0,0,0,0,0.9,0.9,0,1,0,1,9,0,0,0,0,0,0.54,0.03,0.57,0.54
"Nott'ham Forest","Arnaud Kalimuendo",0,69,0,0,0,0,0,0,0.4,0.4,0,0.4,4,2,12,0,0,0,0,0,0.46,0.02,0.47,0.46
"Nott'ham Forest","Douglas Luiz",2,127,0,0,0,0,0,0,0,0,0.4,0.4,3,1,6,0,0,0,0,0,0.01,0.3,0.32,0.01
"Nott'ham Forest","James Mcatee",1,129,0,0,0,0,0,0,0,0,0.4,0.4,4,9,8,0,0,0,0,0,0.01,0.25,0.26,0.01
